127.0.0.1 - - [19/Nov/2022:19:32:46 +0600] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:32:48 +0600] "GET /Frozen_Food_Ordering_System/loginAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:32:48 +0600] "GET /Frozen_Food_Ordering_System/login.jsp?msg=notexist HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:32:49 +0600] "GET /Frozen_Food_Ordering_System/css/signup-style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:32:49 +0600] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:37:41 +0600] "POST /Frozen_Food_Ordering_System/loginAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:37:41 +0600] "GET /Frozen_Food_Ordering_System/home.jsp HTTP/1.1" 200 3717
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:37:41 +0600] "GET /Frozen_Food_Ordering_System/css/home-style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:18 +0600] "GET /Frozen_Food_Ordering_System/myOrders.jsp HTTP/1.1" 200 7066
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:20 +0600] "GET /Frozen_Food_Ordering_System/myOrders.jsp HTTP/1.1" 200 7066
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:27 +0600] "GET /Frozen_Food_Ordering_System/changeDetails.jsp HTTP/1.1" 200 1654
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:27 +0600] "GET /Frozen_Food_Ordering_System/css/changeDetails.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:30 +0600] "GET /Frozen_Food_Ordering_System/changeDetails.jsp HTTP/1.1" 200 1654
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:32 +0600] "GET /Frozen_Food_Ordering_System/changeMobileNumber.jsp HTTP/1.1" 200 2256
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:35 +0600] "GET /Frozen_Food_Ordering_System/changeMobileNumber.jsp HTTP/1.1" 200 2256
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:36 +0600] "GET /Frozen_Food_Ordering_System/home.jsp HTTP/1.1" 200 3717
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:38 +0600] "GET /Frozen_Food_Ordering_System/myCart.jsp HTTP/1.1" 200 3135
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:43 +0600] "GET /Frozen_Food_Ordering_System/removeFromCart.jsp?id=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:43 +0600] "GET /Frozen_Food_Ordering_System/myCart.jsp?msg=removed HTTP/1.1" 200 2634
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:45 +0600] "GET /Frozen_Food_Ordering_System/myOrders.jsp HTTP/1.1" 200 7066
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:53 +0600] "GET /Frozen_Food_Ordering_System/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:53 +0600] "GET /Frozen_Food_Ordering_System/login.jsp HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:57 +0600] "POST /Frozen_Food_Ordering_System/loginAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:40:57 +0600] "GET /Frozen_Food_Ordering_System/admin/adminHome.jsp HTTP/1.1" 200 1567
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:07 +0600] "GET /Frozen_Food_Ordering_System/admin/ordersReceived.jsp HTTP/1.1" 200 55187
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:07 +0600] "GET /Frozen_Food_Ordering_System/css/ordersReceived-style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:18 +0600] "GET /Frozen_Food_Ordering_System/admin/ordersReceived.jsp HTTP/1.1" 200 55187
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:20 +0600] "GET /Frozen_Food_Ordering_System/admin/cancelOrders.jsp HTTP/1.1" 200 2347
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:21 +0600] "GET /Frozen_Food_Ordering_System/admin/deliveredOrders.jsp HTTP/1.1" 200 2132
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:22 +0600] "GET /Frozen_Food_Ordering_System/admin/cancelOrders.jsp HTTP/1.1" 200 2347
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:23 +0600] "GET /Frozen_Food_Ordering_System/admin/deliveredOrders.jsp HTTP/1.1" 200 2132
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:23 +0600] "GET /Frozen_Food_Ordering_System/admin/ordersReceived.jsp HTTP/1.1" 200 55187
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:26 +0600] "GET /Frozen_Food_Ordering_System/admin/cancelOrdersAction.jsp?id=1&email=sorna@gmail.com HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:26 +0600] "GET /Frozen_Food_Ordering_System/admin/ordersReceived.jsp?msg=cancel HTTP/1.1" 200 55240
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:36 +0600] "GET /Frozen_Food_Ordering_System/admin/cancelOrdersAction.jsp?id=1&email=sorna@gmail.com HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:36 +0600] "GET /Frozen_Food_Ordering_System/admin/ordersReceived.jsp?msg=cancel HTTP/1.1" 200 55240
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:37 +0600] "GET /Frozen_Food_Ordering_System/admin/cancelOrdersAction.jsp?id=1&email=sorna@gmail.com HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:37 +0600] "GET /Frozen_Food_Ordering_System/admin/ordersReceived.jsp?msg=cancel HTTP/1.1" 200 55240
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:38 +0600] "GET /Frozen_Food_Ordering_System/admin/cancelOrdersAction.jsp?id=1&email=sorna@gmail.com HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2022:19:41:38 +0600] "GET /Frozen_Food_Ordering_System/admin/ordersReceived.jsp?msg=cancel HTTP/1.1" 200 55240
